value
Apis mellifera
Daphnia atkinsoni
Dunhevedia crassa
Limnadia lenticularis
Cylindroiulus apenninorum
Pachyiulus flavipes
Prosopodesmus panporus
Aulonopygus aculeatus
Entomobrya unostrigata
Ballistura filifera
Nasutitermes corniger
Ozognathus cornutus
Lamprodila festiva
Batocera lineolata
Monochamus galloprovincialis
Ozodes multituberculatus
Trichoferus griseus
Xylotrechus rufilius
Acrocrypta purpurea
Aspidimorpha nigropunctata
Zygogramma piceicollis
Orthoperus atomarius
Otiorhynchus crataegi
Parascythopus intrusus
Phyllobius pilicornis
Scythropus lethierryi
Novelsis horni
Acrotrichis henrici
Ptinella populicola
Coproporus immigrans
Myrmecocephalus concinnus
Blaps mortisaga
Palorus depressus
Aedes flavopictus
Telostylinus lineolatus
Xenosepsis fukuharai
Merodon avidus
Merodon caucasicus
Ceratitis quilicii
Oligembia intricata
Pealius azaleae
Amphiareus constrictus
Buchananiella continua
Orius laevigatus
Holcocranum saturejae
Fromundus pygmaeus
Rhytidoporus indentatus
Euphyllura olivina
Closterotomus trivialis
Tuponia mixticolor
Rhizoecus hibisci
Cacopsylla fulguralis
Spanioneura fonscolombii
Empicoris rubromaculatus
Encarsia citrina
Xylocopa virginica
Laelius pedatus
Opius dimidiatus
Hylaeus annulatus
Azteca xanthochroa
Brachymyrmex cordemoyi
Camponotus fallax
Lasius emarginatus
Paratrechina vaga
Plagiolepis taurica
Tapinoma darioi
Tapinoma ibericum
Tapinoma magnum
Tapinoma sessile
Ctenochares bicolorus
Bucculatrix ainsliella
Choreutis nemorana
Rhynchobapta flaviceps
Thaumetopoea processionea
Ephestia unicolorella
Copaxa lavendera
Choristoneura occidentalis
Cydia deshaisiana
Platynota rostrana
Cyrtaspis scutata
Leptophyes albovittata
Ruspolia nitidula
Carausius morosus
Frankliniella platensis
Hercinothrips dimidiatus
Thrips parvispinus
Thrips setosus
Gastrotheus sumatranus
Platorchestia platensis
Armadillo officinalis
Synarmadillo pallidus
Gnathia maxillaris
Idotea neglecta
Janira maculosa
Anchiphiloscia balssi
Cymodoce truncata
Dynamene bidentata
Zeuxo holdichi
Eusarsiella zostericola
Hanseniella lanceolata
Hanseniella oligomacrochaeta
Smittoidea prolifica
Arachnidium lacourti
Amathia imbricata
Walkeria uva
Misgurnus bipartitus
Tridentiger barbatus
Eophona migratoria
Tamiops swinhoei
Elaphe schrenckii
Pituophis sp.
Lacerta bilineata
Pachycordyle michaeli
Barentsia matsushimana
Ischadium recurvum
Yoldia limatula
Mulinia lateralis
Littorina compressa
Calliostoma zizyphinum
Bursaphelenchus fungivorus
Meloidogyne mali
Pratylenchus brachyurus
Pratylenchus coffeae
Pratylenchus zeae
Hirschmanniella caudacrena
Cephalothrix simula
Caenoplana variegata
Leucosolenia somesii
Sycon scaldiense
Chalinula loosanoffi
Haliclona rosea
Mycale micracanthoxea
Suberites massa
Delitschia griffithii
Erysiphe magnifica
Erysiphe platani
Encoelia fimbriata
Achroceratosphaeria potamia
Daldinia childiae
Gymnopilus dilepis
Ceramium botryocarpum
Ceramium cimbricum
Acrochaetium catenulatum
Ephedra gerardiana
Alisma subcordatum
Arum orientale
Wolffia australiana
Allium siculum
Galanthus alpinus
Narcissus cyclamineus
Anthericum ramosum
Hosta undulata
Ornithogalum balansae
Pseudomuscari azureum
Triteleia laxa
Bulbine annua
Crocus kotschyanus
Crocus pulchellus
Crocus sieberi
Crocus speciosus
Anacamptis laxiflora
Ophrys sphegodes
Serapias vomeracea
Spiranthes lucida
Spiranthes romanzoffiana
Colchicum byzantinum
Colchicum cilicicum
Erythronium grandiflorum
Erythronium tuolumnense
Gagea minima
Tulipa kaufmanniana
Tulipa suaveolens
Trillium grandiflorum
Carex binervis
Carex brizoides
Carex hystericina
Carex pilosa
Carex torta
Carex tribuloides
Isolepis cernua
Juncus aridicola
Juncus australis
Juncus brachycarpus
Juncus distegus
Juncus edgariae
Juncus filicaulis
Juncus firmus
Juncus flavidus
Juncus gregiflorus
Juncus pallidus
Juncus procerus
Juncus sarophorus
Juncus torreyi
Juncus usitatus
Bromus kalmii
Cenchrus petiolaris
Echinochloa telmatophila
Elymus arenosus
Festuca altissima
Festuca csikhegyensis
Festuca lemanii
Melica nutans
Phleum phleoides
Pleioblastus simonii
Setaria villosissima
Vulpia microstachys
Zingeria trichopoda
Palhinhaea cernua
Bupleurum longifolium
Conopodium majus
Eryngium alpinum
Eryngium amethystinum
Laser trilobum
Oenanthe peucedanifolia
Seseli libanotis
Trachymene pilosa
Achillea umbellata
Adenostyles alpina
Anthemicaria hampeana
Arctium nemorosum
Arctotis arctotoides
Bidens trichosperma
Brachyscome iberidifolia
Buphthalmum salicifolium
Carduus personata
Centaurea decipiens
Coleostephus multicaulis
Coreopsis rosea
Cosmos atrosanguineus
Erigeron muralis
Helipterum manglesii
Hieracium amplexicaule
Hieracium villosum
Lasthenia coronaria
Ligularia stenocephala
Limbarda crithmoides
Osteospermum microcarpum
Rhodanthemum hosmariense
Senecio lautus
Solidago calcicola
Symphyotrichum ontarionis
Downingia pulchella
Lobelia urens
Phyteuma orbiculare
Phyteuma scheuchzeri
Omphalodes cappadocica
Pulmonaria obscura
Phacelia cicutaria
Aethionema arabicum
Biscutella auriculata
Biscutella didyma
Cardamine bulbifera
Cardamine graeca
Cardamine hamiltonii
Cardamine quinquefolia
Cochlearia pyrenaica
Didesmus bipinnatus
Erucastrum supinum
Heliophila coronopifolia
Lepidium austrinum
Lunaria rediviva
Subularia aquatica
Cleome violacea
Limnanthes alba
Reseda media
Lampranthus blandus
Agrostemma brachyloba
Arenaria montana
Heliosperma pusillum
Silene uniflora
Viscaria vulgaris
Aldrovanda vesiculosa
Dionaea muscipula
Drosera capensis
Drosera filiformis
Cistanthe grandiflora
Armeria pseudarmeria
Limonium gerberi
Psylliostachys suworowii
Fallopia cilinodis
Polygonum oxyspermum
Portulaca papulosa
Philadelphus microphyllus
Blumenbachia insignis
Caiophora lateritia
Nasa humboldtiana
Knautia dipsacifolia
Scabiosa triandra
Weigela japonica
Impatiens arguta
Erica mackaiana
Gaultheria racemulosa
Linanthus pungens
Lysimachia borealis
Hippocrepis unisiliquosa
Indigofera frutescens
Thermopsis lupinoides
Betula costata
Ostrya carpinifolia
Fagus grandifolia
Fagus orientalis
Quercus pubescens
Quercus pyrenaica
Carya glabra
Morella caroliniensis
Nothofagus antarctica
Asclepias tuberosa
Exaculum pusillum
Galium floribundum
Galium lucidum
Erodium aethiopicum
Erodium cygnorum
Geranium lucidum
Geranium tuberosum
Geranium wilfordii
Monsonia burkeana
Calceolaria dichotoma
Melittis melissophyllum
Origanum dictamnus
Salvia jurisicii
Salvia rosmarinus
Sideritis hyssopifolia
Sideritis romana
Osmanthus heterophyllus
Lathraea clandestina
Callitriche truncata
Collinsia parviflora
Linaria saxatilis
Linaria versicolor
Plantago serraria
Veronica peduncularis
Nemesia melissifolia
Nemesia versicolor
Verbascum macrocarpum
Glandularia canadensis
Euphorbia hyberna
Euphorbia portlandica
Hypericum canadense
Populus lasiocarpa
Salix eleagnos
Salix helix
Salix mollissima
Salix rosmarinifolia
Salix smithiana
Viola alba
Fuertesimalva peruviana
Kitaibelia vitifolia
Napaea dioica
Pavonia urens
Tilia europaea
Oenothera versicolor
Nuphar advena
Oxalis adenophylla
Berberis empetrifolia
Dicentra eximia
Macleaya microcarpa
Stylophorum lasiocarpum
Clematis akebioides
Ranunculus monspeliacus
Thalictrum delavayi
Alchemilla glaucescens
Alchemilla vetteri
Aria edulis
Cotoneaster apiculatus
Cotoneaster symondsii
Hedlundia hybrida
Malus transitoria
Potentilla micrantha
Prunus incisa
Prunus subhirtella
Pyrus salicifolia
Rosa stylosa
Rubus elegantispinosus
Torminalis glaberrima
Crataemespilus grandiflora
Loranthus europaeus
Tetradium daniellii
Acer pensylvanicum
Phedimus floriferus
Sedum rubens
Sedum spathulifolium
Ribes petraeum
Hamamelis virginiana
Saxifraga hirculus
Convolvulus lineatus
Jaltomata procumbens
Nicotiana langsdorffii
Nicotiana suaveolens
Solanum bicolor
Abies koreana
Sciadopitys verticillata
Claytosmunda claytoniana
Asplenium fontanum
Asplenium trichomanes
Asplenium viride
Deparia acrostichoides
Cyrtomium macrophyllum
Dryopteris cambrensis
Dryopteris dickinsii
Dryopteris pseudodisjuncta
Dryopteris wallichiana
Adiantum pedatum
Woodsia ilvensis
Pheretima peregrina
Lysidice unicornis
Barantolla lepte
Paralepidonotus ampulliferus
Boccardia pseudonatrix
Dipolydora armata
Polydora haswelli
Pseudopolydora corniculata
Aedes australis
Aedes camptorhynchus
Ochlerotatus notoscriptus
Agraptocorixa hirtifrons
Mesovelia hackeri
Bombus subterraneus
Polistes chinensis
Polistes humilis
Amblyopone australis
Doleromyrma darwiniana
Mayriella abstinens
Monomorium sydneyense
Ochetellus glaber
Orectognathus antennatus
Pheidole proxima
Pheidole rugosula
Polyrhachis vigilans
Rhytidoponera chalybaea
Rhytidoponera metallica
Strumigenys perplexa
Strumigenys xenos
Technomyrmex jocosus
Tetramorium grassii
Nomia melanderi
Osmia caerulescens
Teleogryllus commodus
Ornebius aperta
Ornebius novarae
Conocephalus albescens
Conocephalus bilineatus
Salomona solida
Bobilla bivittata
Caprella andreae
Caprella scauroides
Paracorophium brisbanensis
Ericthonius pugnax
Jassa staudei
Elasmopus rapax
Barnardomelita matilda
Glebocarcinus amphioetus
Romaleon gibbosulum
Lysmata californica
Metapenaeus bennettae
Limnoria rugosissima
Oratosquilla oratoria
Austrobalanus imperator
Austromegabalanus cylindricus
Austromegabalanus nigrescens
Austromegabalanus psittacus
Loxoconcha parvifoveata
Crassimarginatella xiamenensis
Cyclicopora longipora
Arbopercula angulata
Celleporaria nodulosa
Celleporaria umbonatoidea
Thalamoporella californica
Buskia socialis
Amathia chimonidesi
Omobranchus anolius
Chironemus maculosus
Arenigobius bifrenatus
Gobiopterus semivestitus
Parioglossus marginalis
Litoria ewingii
Ranoidea aurea
Ranoidea raniformis
Ichthyosaura alpestris
Distaplia viridis
Eudistoma elongatum
Ciona savignyi
Pyura doppelgangera
Botrylloides giganteum
Botryllus tuberatus
Cnemidocarpa hemprichi
Cnemidocarpa stolonifera
Coturnix ypsilophora
Corvus frugilegus
Emberiza cirlus
Emberiza citrinella
Prunella modularis
Athene noctua
Macropus dorsalis
Macropus eugenii
Macropus parma
Petrogale penicillata
Wallabia bicolor
Lampropholis delicata
Hoplangia durotrix
Tethocyathus cylindraceus
Cladonema radiatum
Coryne japonica
Coryne pusilla
Eudendrium capillare
Eudendrium generale
Pennaria disticha
Ectopleura exxonia
Ectopleura larynx
Obelia geniculata
Filellum serpens
Plumularia pulchella
Amphisbetia maplestonei
Symplectoscyphus indivisus
Limaria orientalis
Lymnaea stagnalis
Tritia burchardi
Ercolania boodleae
Okenia eolida
Okenia pellucida
Janolus hyalinus
Cochlicopa lubrica
Coneuplecta calculosa
Vertigo ovata
Vitrea crystallina
Phoronis ijimai
Dendya clathrata
Leucandra compacta
Grantessa intusarticulata
Vosmaeropsis macera
Raspailia arbuscula
Halisarca dujardinii
Callyspongia robusta
Dactylia varia
Chondropsis topsenti
Monanchora clathrata
Amphilectus fucorum
Holopsamma crassa
Mycale stecarmia
Mycale toxifera
Hymeniacidon agminata
Tethya bergquistae
Tethya multistella
Elphidium vellai
Siphogenerina raphana
Virgulinella fragilis
Pachydictyon furcellatum
Asperococcus bullosus
Punctaria latifolia
Dactylosiphon bullosus
Phyllotricha verruculosa
Chnoospora minima
Colpomenia bullosa
Hydroclathrus clathratus
Rosenvingea orientalis
Amanita muscaria
Favolaschia calocera
Fissidens dubius
Rhytidiadelphus triquetrus
Tortula marginata
Tortula mucronifolia
Hydrodictyon reticulatum
Chaetomorpha linum
Cladophora ruchingeri
Ulva compressa
Ulva intestinalis
Umbraulva japonica
Marchantia polymorpha
Riccia bifurca
Riccia ciliata
Riccia crystallina
Riccia glauca
Riccia spongiosula
Chondria harveyana
Leptosiphonia brodiei
Melanothamnus harveyi
Melanothamnus japonicus
Neosiphonia sertularioides
Polysiphonia constricta
Griffithsia crassiuscula
Hypnea cervicornis
Schizymenia apoda
Champia affinis
Aponogeton distachyus
Alocasia brisbanensis
Asparagus drepanophyllus
Asparagus umbellatus
Geitonoplesium cymosum
Carex longibrachiata
Carex lurida
Austrostipa rudis
Entolasia marginata
Miscanthus nepalensis
Angelica pachycarpa
Hieracium lachenalii
Hieracium lepidulum
Hieracium stoloniflorum
Hieracium subaudum
Senecio skirrhodon
Menyanthes trifoliata
Nymphoides geminata
Myricaria germanica
Maytenus boaria
Bryonia cretica
Erica cinerea
Collomia biflora
Callistachys lanceolata
Kennedia rubicunda
Eccremocarpus scaber
Plectranthus grandis
Chrysojasminum fruticans
Buddleja salviifolia
Passiflora apetala
Passiflora mixta
Idesia polycarpa
Abutilon darwinii x pictum
Callistemon rigidus
Eucalyptus delegatensis
Leptospermum laevigatum
Syzygium smithii
Ugni molinae
Nuphar lutea
Banksia integrifolia
Embothrium coccineum
Hakea drupacea
Lomatia fraseri
Berberis glaucocarpa
Clematis tibetana
Ranunculus flammula
Ranunculus trichophyllus
Acaena agnipila
Cotoneaster ovatus
Pinus coulteri
Pinus maritima
Pinus muricata
Dryopteris filix-mas
Marsilea mutica
Pergularia tomentosa
Aplexa marmorata
Ruthalicia eglandulosa
Adenia cissampeloides
Cissus arguta
Strumigenys lewisi
Tectus niloticus
Cyperus gracilis
Miscanthus floridulus
Crotalaria anagyroides
Glycine tabacina
Uraria lagopodoides
Combretum malabaricum
Planorbella sp.
Chenopodium sp.
Mitostoma chrysomelas
Cryptops parisi
Kryphioiulus occultus
Moraria sphagnicola
Erirhinus filirostris
Cantharis cryptica
Harpalus signaticornis
Leistus fulvibarbis
Calyptomerus dubius
Polydrusus formosus
Cryptophilus propinquus
Corticarina curta
Typhaea haagi
Bambara contorta
Ptinella johnsoni
Acrotona parens
Dalotia coriaria
Gabronthus sulcifrons
Gabronthus thermarum
Heterothops stiglundbergi
Omalium rugatum
Phyllodrepa puberula
Trixagus atticus
Braula coeca
Contarinia pyrivora
Dasineura mali
Dasineura pyri
Haematobosca stimulans
Gasterophilus intestinalis
Thoracochaeta seticosta
Kybos abstrusus
Macropsis graminea
Populicerus nitidissimus
Rhytidodus decimusquartus
Stenidiocerus poecilus
Tremulicerus fulgidus
Zyginella pulchra
Parthenolecanium pomeranicum
Lepidosaphes newsteadi
Heterogaster urticae
Atractotomus parvulus
Deraeocoris lutescens
Piezodorus lituratus
Argyresthia fundella
Epinotia fraternana
Epinotia subsequana
Ischyrocerus commensalis
Chionoecetes opilio
Pelophylax esculentus
Ovibos moschatus
Microtus levis
Edwardsiella lineata
Bithynia tentaculata
Planorbis carinatus
Meloidogyne naasi
Angiostrongylus vasorum
Nematodirus battus
Camelostrongylus mentulatus
Onchocleidus dispar
Gyrodactylus salaris
Phytophthora alni
Phytophthora cryptogea
Phytophthora fragariae
Phytophthora gonapodyides
Phytophthora gregata
Phytophthora lacustris
Phytophthora megasperma
Phytophthora pini
Phytophthora plurivora
Phytophthora pseudosyringae
Phytophthora rubi
Phytophthora syringae
Sphaeropsis sapinea
Delphinella abietis
Kabatiella caulivora
Nematostoma parasiticum
Erysiphe friesii
Erysiphe hypophylla
Erysiphe syringae-japonicae
Erysiphe viburnicola
Microsphaera divaricata
Podosphaera spiraeae
Sawadaea bicornis
Blumeriella jaapii
Godronia multispora
Rhabdocline laricis
Lachnellula occidentalis
Cryptocline taxicola
Ciboria rufofusca
Stromatinia cepivora
Stromatinia gladioli
Diaporthe juniperivora
Colletotrichum acutatum
Colletotrichum trichellum
Taphrina acericola
Taphrina ulmi
Agaricus bitorquis
Agaricus subperonatus
Agaricus xanthodermus
Chlorophyllum brunneum
Phaeolepiota aurea
Descolea antarctica
Gymnopilus luteofolius
Psilocybe cyanescens
Auricularia auricula-judae
Gomphidius maculatus
Suillus placidus
Lactarius circellatus
Coleosporium tussilaginis
Phaeotremella simplex
Ricciocarpos natans
Aglaothamnion halliae
Allium victorialis
Galanthus valentinei
Iris delavayi
Iris latifolia
Iris sanguinea
Fritillaria camschatcensis
Tulipa urumiensis
Carex strigosa
Luzula forsteri
Bromus pubescens
Festuca amethystina
Glyceria grandis
Pimpinella major
Arnica mollis
Aster alpinus
Centaurea nemoralis
Cyanus cheiranthifolius
Doronicum macrophyllum
Jacobaea alpina
Jacobaea erucifolia
Parasenecio hastatus
Senecio leucanthemifolius
Tephroseris palustris
Phyteuma spicatum
Pulmonaria affinis
Arabidopsis suecica
Draba aizoides
Fourraea alpina
Dianthus glacialis
Sagina micropetala
Tripterygium wilfordii
Hydrangea anomala
Philadelphus lewisii
Lonicera korolkowii
Lonicera ligustrina
Erica herbacea
Pieris japonica
Rhododendron brachycarpum
Rhododendron catawbiense
Rhododendron sutchuenense
Primula auricula
Chamaecytisus versicolor
Galega hartlandii
Galium pumilum
Geranium palustre
Geranium pylzowianum
Agastache urticifolia
Betonica officinalis
Orobanche elatior
Rhinanthus alectorolophus
Veronica teucrium
Scrophularia chrysantha
Salix 'Brekkavier'
Salix alopecuroides
Salix laurina
Salix meyeriana
Viola williamsii
Epilobium latifolium
Asarum canadense
Vancouveria hexandra
Corydalis angustifolia
Halerpestes cymbalaria
Pulsatilla vulgaris
Alchemilla heptagona
Alchemilla sarmatica
Alchemilla semilunaris
Aremonia agrimonioides
Cotoneaster adpressus
Cotoneaster cashmiriensis
Cotoneaster hissaricus
Cotoneaster ignescens
Cotoneaster latifolius
Crataegus macracantha
Filipendula purpurea
Rosa 'Hollandica'
Rosa moyesii
Rosa spaethiana
Rubus dasyphyllus
Rubus euryanthemus
Rubus glandulosus
Rubus hartmanii
Rubus horridus
Rubus leptothyrsus
Rubus pedemontanus
Rubus pyramidalis
Rubus rudis
Rubus sciocharis
Rubus slesvicensis
Sanguisorba menziesii
Sorbus commixta
Sorbus koehneana
Spiraea betulifolia
Spiraea arguta
Spiraea cinerea
Sedum forsterianum
Abies amabilis
Abies magnifica
Abies mariesii
Abies sachalinensis
Pinus sibirica
Hemidactylus flaviviridis
Hemidactylus leschenaultii
Akashiwo sanguinea
Noctiluca scintillans
Cerataulina pelagica
Leptocylindrus minimus
Guinardia delicatula
Pontederia crassipes
Parthenium hystenophorus
Leucaena leucacephala
Potamogeton lucens
Sporobolus nervosus
Tetrataenium olgae
Conyza aegyptiaca
Salvia plebeia
Sida cordata
Alkekengi indica
Barbodes binotatus
Puntius sealei
Kyllinga sp.
Polygonum minus
Uraria lagopodioides
Spermacoce ocymoides
Timonius timon
Bacopa procumbens
Pangium sp.
Piriqueta racemosa
Sarcopoterium spinosum
Placobdella parasitica
Elamenopsis kempi
Raillietiella indica
Eleotris melanosoma
Rhamdia quelen
Eleutherodactylus antillensis
Trididemnum orbiculatum
Ascidia incrassata
Herdmania pallida
Pyura vittata
Botrylloides niger
Botryllus planus
Polyandrocarpa anguinea
Polyandrocarpa sagamiensis
Sicalis flaveola
Anomia peruviana
Areca triandra
Bentinckia nicobarica
Livistona saribus
Neomarica coerulea
Phaius tankervilleae
Nephrolepis brownii
Petroscirtes breviceps
Costus speciosus
Amaranthus interruptus
Acacia angustissima
Thunbergia grandifolia
Chaemasyce hirta
Miconia crenata
Merremia hirta
Solenopsis richteri
Lutzomyia verrucarum
Aphytis roseni
Coccophagus rusti
Anagyrus saccharicola
Petrolisthes armatus
Brycon cephalus
Brycon melanopterus
Prochilodus argenteus
Prochilodus nigricans
Hyloxalus littoralis
Coereba flaveola
Icterus graceannae
Thraupis episcopus
Aratinga erythrogenys
Brotogeris cyanoptera
Forpus coelestis
Forpus xanthopterygius
Vini peruviana
Spheniscus magellanicus
Sciurus stramineus
Anodontites trapesialis
Diacronema lutheri
Dicrateria inornata
Chaetoceros tenuissimus
Conticribra weissflogii
Thalassiosira pseudonana
Puccinia graminis
Dunaliella tertiolecta
Tetraselmis chui
Crocosmia aurea
Cyperus meyenianus
Pseudelephantopus spiralis
Cynoglossum nervosum
Echeveria gibbiflora
Perichaeta elongata
Acoma confusa
Fundulus heteroclitus
Austrolebias nigripinnis
Chitala ornata
Giuris margaritacea
Glossogobius giuris
Hoplobatrachus rugulosus
Prionailurus bengalensis
Rattus argentiventer
Lycodon aulicus
Lycodon subcinctus
Crucibulum spinosum
Chrysanthemum indicum
Cereus triangularis
Boerhaavia diffusa
Triplaris cumingiana
Diospyros ebenaster
Desmodium procumbens
Pachyrrhizus erosus
Parosela glandulosa
Malvastrum coromandelinum
Castilloa elastica
Citrus decumana
Distimake tuberosus
Hewittia sublobata
Brunfelsia brasiliensis
Allolobophora smaragdina
Allolobophora veneta
Potamothrix hammoniensis
Tubifex blanchardi
Tubificoides heterochaetus
Acipenserobdella volgensis
Aeolosoma headleyi
Nesticella mogera
Oonops domesticus
Icius hamatus
Kochiura aulica
Dermatophagoides evansi
Amblyomma exornatum
Amblyomma flavomaculatum
Amblyomma latum
Amblyomma nuttalli
Amblyomma quadricavum
Amblyomma sphenodonti
Amblyomma transversale
Amblyomma varanense
Lacinius dentiger
Leiobunum limbatum
Nelima semproni
Acalitus essigi
Aculus atlantazaleae
Cecidophyopsis hendersoni
Phyllocoptes adalius
Acrotritia clavata
Microtritia tropica
Mesoplophora michaeliana
Atropacarus singularis
Hoplophorella hamata
Hoplophorella vitrina
Phthiracarus phoxos
Halacarellus hyrcanus
Henia vesuviana
Basanistes huchonis
Panchlora exoleta
Panchlora nivea
Ectobius duskei
Nyctibora brunnea
Nyctibora sericea
Sinoxylon anale
Amara majuscula
Dinoplatypus cavus
Treptoplatypus solidus
Anthrenus flavidus
Dermestes coronatus
Dacne picta
Speonomus normandi
Glischrochilus grandis
Cynaeus angustus
Suillia lurida
Lipoptena fortisetosa
Megaselia gregaria
Megaselia tamilnaduensis
Bradysia difformis
Orchamoplatus mammaeferus
Aphis nerii
Calaphis flava
Cinara juniperi
Hyalopterus amygdali
Prociphilus fraxinifolii
Schizaphis rotundiventris
Tetraneura nigriabdominalis
Uroleucon pseudambrosiae
Aphrophora similis
Asterolecanium epidendri
Ceroplastes rusci
Parthenolecanium perlatum
Dynaspidiotus britannicus
Lepidosaphes tokionis
Macrolophus melanotoma
Piesma quadratum
Pseudococcus maritimus
Rhizoecus americanus
Tetramorium immigrans
Hoplocampa testudinea
Anatrachyntis badia
Chrysodeixis chalcites
Rothschildia orizaba
Scythris buszkoi
Crocothemis servilia
Eugaster spinulosa
Liposcelis rufa
Hohorstiella gigantea
Menacanthus stramineus
Menopon gallinae
Goniodes gigas
Goniodes pavonis
Stenchaetothrips biformis
Nicoletia meinerti
Orchestia cavimana
Haplophthalmus montivagus
Thymallus baicalensis
Alytes obstetricans
Gyps rueppellii
Cathartes aura
Tadorna radjah
Merops nubicus
Caracara plancus
Passerina cyanea
Serinus pusillus
Chaimarrornis leucocephalus
Eudyptes moseleyi
Capreolus pygargus
Octodon degus
Crocodylus niloticus
Lampropeltis triangulum
Zamenis situla
Phelsuma laticauda
Broadleysaurus major
Natrix tessellata
Eumeces schneideri
Graptemys ouachitensis
Monacha claustralis
Sphaerospora renicola
Paralongidorus maximus
Aonchotheca bilobata
Baylisascaris columnaris
Dirofilaria repens
Bourgelatia diducta
Elaphostrongylus cervi
Radopholus bridgei
Dasyhormus lithophorus
Stenostomum pseudoacetabulum
Nippotaenia mogurndae
Thaparocleidus caecus
Cleidodiscus monticelli
Mymarothecium viatorum
Dactylogyrus aristichthys
Dactylogyrus suchengtaii
Gyrodactylus fairporti
Gyrodactylus turnbulli
Paradiplozoon marinae
Clinostomum complanatum
Apophallus donicus
Apophallus muehlingi
Trichocerca simoneae
Ralstonia solanacearum
Pantoea stewartii
Xanthomonas arboricola
Cephaloidophora mucronata
Cephaloidophora similis
Heliospora longissima
Uradiophora ramosa
Peridinium gatunense
Pleurosira laevis
Peronospora arborescens
Peronospora destructor
Peronospora ducometi
Peronospora farinosa
Peronospora jaapiana
Peronospora sparsa
Peronospora statices
Peronospora viciae
Phytophthora cactorum
Phytophthora capsici
Phytophthora citricola
Phytophthora nicotianae
Phytophthora palmivora
Phytophthora tropicalis
Dothistroma septosporum
Boeremia foveata
Leptosphaeria maculans
Stagonospora tainanensis
Erysiphe azaleae
Erysiphe begoniicola
Erysiphe betae
Erysiphe catalpae
Erysiphe howeana
Erysiphe russellii
Erysiphe symphoricarpi
Golovinomyces biocellaris
Golovinomyces chrysanthemi
Pseudoidium hortensiae
Pseudoidium neolycopersici
Sphaerospora carassii
Sphaerospora molnari
Diaporthe amaranthophila
Eutypella parasitica
Agrocybe putaminum
Phallus duplicatus
Ganoderma pfeifferi
Exobasidium rhododendri
Pseudomicrostroma juglandis
Puccinia minussensis
Melanopsichium pennsylvanicum
Ustilago trichophora
Hariotina polychorda
Asparagus acutifolius
Cyperus houghtonii
Anthoxanthum repens
Eragrostis amurensis
Festuca rupicaprina
Hippomarathrum petraeum
Anacyclus pyrethrum
Artemisia maritima
Centaurea micranthos
Centaurea ovina
Centaurea tenuiflora
Crepis aurea
Podospermum canum
Podospermum laciniatum
Pulicaria dysenterica
Simsia foetida
Solidago niederederi
Alkanna primuliflora
Hackelia deflexa
Lappula heteracantha
Alyssum argenteum
Catolobus pendula
Erysimum hungaricum
Amaranthus dinteri
Chenopodium acerifolium
Corispermum intermedium
Corispermum nitidum
Polycnemum heuffelii
Herniaria polygama
Dipsacus pilosus
Lonicera bella
Lonicera caucasica
Lonicera minutiflora
Valerianella mixta
Rhododendron ferrugineum
Cyclamen purpurascens
Lysimachia tenella
Genista anglica
Vicia ervilla
Carya laciniosa
Carya ovata
Comptonia peregrina
Amethystea coerulea
Dracocephalum moldavicum
Odontites verna
Rhinanthus serotinus
Linaria spartea
Plantago maritima
Euphorbia lamarckii
Oenothera acerviphila
Oenothera flaemingina
Oenothera pseudochicaginensis
Oenothera tacikii
Aphanes australis
Potentilla conferta
Rosa davurica
Rosa woodsii
Parietaria lusitanica
Urtica cannabina
Cucumispora dikerogammari
Nosema pontogammari
Laeospira berkeleyana
Bosmina coregoni
Ampelisca heterodactyla
Pisa carinimana
Jasus lalandii
Ligia oceanica
Diamysis lagunaris
Ilyodromus viridulus
Strandesia vavrai
Celleporaria inaudita
Schizoporella pungens
Parasmittina multiaviculata
Gobio lozanoi
Pseudochondrostoma polylepis
Australoheros facetus
Pelophylax perezi
Clavelina dellavallei
Pycnoclavella taureanensis
Distaplia corolla
Ascidia interrupta
Molgula plana
Pyura tessellata
Alloeocarpa loculosa
Columbina passerina
Euodice cantans
Euplectes hordeaceus
Castor fiber
Teira dugesii
Tubularia indivisa
Kirchenpaueria halecioides
Vallicula multiformis
Mytilus edulis
Saccostrea cucullata
Euglesa casertana
Ruditapes decussatus
Tonna pennata
Truncatella subcylindrica
Bedeva paivae
Hexaplex trunculus
Radix labiata
Chaetopleura angulata
Tonicia atrata
Protopolystoma xenopodis
Desmacella meliorata
Crambe crambe
Mycale sp.
Mycale senegalensis
Gymnodinium microreticulatum
Papenfussiella kuromo
Petalonia binghamiae
Caulerpa webbiana
Halimeda incrassata
Ulva pertusa
Aglaothamnion cordatum
Antithamnion pectinatum
Ceramium cingulatum
Scageliopsis patens
Dasya sessilis
Laurencia brongniartii
Lophocladia trichoclados
Pterosiphonia pinnulata
Grallatoria reptans
Gymnophycus hapsiphorus
Spongoclonium caribaeum
Corynomorpha prismatica
Triglochin striata
Allium narcissiflorum
Iris susiana
Cyperus controversus
Luzula elegans
Lilaeopsis attenuata
Lilaeopsis carolinensis
Anaphalis contorta
Bachharis spicata
Conyza mixta
Conyza rouyana
Crepis commutata
Dendrosenecio adnivalis
Erigeron mixtus
Erigeron rouyana
Gamochaeta serpyllifolia
Gnaphalium simplicicaule
Nidorella ivifolia
Ptilostemon casabonae
